@relation mozilla4-weka.filters.unsupervised.attribute.Remove-R1

@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
106037,110969,1,90,1
110969,261901,0,90,1
0,136742,1,29,0
136742,569231,0,29,1
0,3112,1,251,0
3112,26131,0,198,1
26131,27723,1,198,1
27723,43114,1,199,1
43114,44026,1,199,1
44026,53488,1,199,1
53488,145704,0,193,1
145704,258661,1,174,1
258661,361354,1,164,1
361354,519930,1,164,1
519930,539978,1,164,1
539978,566460,1,165,1
566460,643542,1,202,1
643542,792139,1,202,1
792139,891387,1,202,1
891387,911871,1,208,1
911871,956454,1,208,1
956454,1076030,0,232,1
0,254410,1,333,0
254410,259135,1,333,1
259135,339095,1,369,1
339095,435388,1,369,1
435388,462401,1,364,1
462401,494639,1,375,1
494639,526336,1,377,1
526336,543207,1,368,1
543207,566775,1,368,1
566775,603729,1,362,1
603729,628741,1,367,1
628741,691573,1,367,1
691573,724725,1,367,1
724725,790737,1,367,1
790737,814122,0,367,1
0,17064,0,337,0
17064,65908,1,350,0
65908,75638,1,367,1
75638,110970,1,367,1
110970,142325,1,367,1
142325,198427,1,362,1
198427,219947,1,354,1
219947,247289,1,359,1
247289,261900,0,347,1
0,3644,1,394,0
3644,13116,1,395,1
13116,76822,1,397,1
76822,82289,1,401,1
82289,82290,1,403,1
82290,102427,1,423,1
102427,210636,1,423,1
210636,226039,1,423,1
226039,433395,1,423,1
433395,433481,1,462,1
433481,486631,1,462,1
486631,508485,1,462,1
508485,576365,1,430,1
576365,658526,0,427,1
0,44584,1,69,0
44584,185913,1,74,1
185913,211062,1,79,1
211062,223230,1,80,1
223230,306908,1,62,1
306908,507597,1,62,1
507597,658529,0,62,1
0,115616,1,37,0
115616,174765,0,37,1
174765,200828,1,115,1
200828,205331,1,115,1
205331,220803,1,160,1
220803,222395,0,175,1
222395,256372,1,280,1
256372,282713,1,278,1
282713,311368,1,240,1
311368,347656,1,241,1
347656,417759,1,283,1
417759,417909,0,293,1
417909,432314,1,316,1
432314,452619,1,310,1
452619,467230,0,325,1
0,229523,1,10,0
229523,378742,1,19,1
378742,811231,0,19,1
0,235663,1,91,0
235663,240870,1,95,1
240870,384881,1,96,1
384881,817370,0,96,1
0,257967,0,34,0
0,257967,0,218,0
0,563147,0,35,0
0,673326,1,131,0
673326,705489,1,129,1
705489,1267905,0,135,1
1267905,1344043,1,136,1
1344043,1354634,1,136,1
1354634,1412210,1,142,1
1412210,1538181,1,136,1
1538181,1585564,1,136,1
1585564,1776531,0,138,1
0,21781,0,63,0
21781,189187,0,94,0
0,673326,1,91,0
673326,705489,1,100,1
705489,1020258,1,100,1
1020258,1129840,1,100,1
1129840,1130054,1,98,1
1130054,1267904,0,100,1
1267904,1344042,1,100,1
1344042,1354633,1,100,1
1354633,1412209,1,100,1
1412209,1776530,0,100,1
0,176523,1,73,0
176523,1819034,0,72,1
0,79897,1,139,0
79897,878492,0,315,1
878492,979683,1,316,1
979683,1001454,1,286,1
1001454,1073964,1,286,1
1073964,1257456,1,294,1
1257456,1476386,1,294,1
1476386,1505799,0,294,1
0,414540,1,234,0
414540,878492,0,233,1
878492,936887,1,237,1
936887,979683,1,241,1
979683,1257457,1,241,1
1257457,1476387,1,241,1
1476387,1505800,0,241,1
0,64959,1,177,0
64959,128352,1,115,1
128352,1361094,0,106,1
0,36355,0,10,0
0,27026,0,9,0
0,7243,1,180,0
7243,12833,1,180,1
12833,15549,0,196,1
15549,27025,1,180,1
27025,27462,1,196,1
27462,28694,1,190,1
28694,69172,0,189,1
69172,97769,1,189,1
97769,103793,1,189,1
103793,104013,0,200,1
104013,109774,1,189,1
109774,132785,0,200,1
0,132790,0,13,0
0,27464,1,110,0
27464,132790,0,110,1
0,14730,0,259,0
0,14730,0,45,0
0,351170,1,31,0
351170,394555,1,29,1
394555,539103,1,29,1
539103,1888940,0,29,1
0,539,1,36,0
539,606167,1,38,1
606167,822024,0,38,1
0,73872,1,3272,0
73872,84898,0,2994,1
84898,166547,1,3004,1
166547,169374,1,131,1
169374,207324,1,131,1
207324,208777,1,3037,1
208777,239432,1,3005,1
239432,257221,1,129,1
257221,262170,1,3050,1
262170,369360,1,3050,1
369360,503894,1,132,1
503894,605537,1,131,1
605537,665355,1,132,1
665355,682792,1,132,1
682792,691301,1,2998,1
691301,733306,0,2982,1
733306,737766,1,2994,1
737766,744723,1,2972,1
744723,765700,0,2968,1
765700,769671,0,2966,1
769671,800540,1,2942,1
800540,812411,0,2924,1
812411,812488,1,2922,1
812488,825041,1,2922,1
825041,844111,1,2898,1
844111,901666,1,2894,1
901666,903040,1,2881,1
903040,905539,1,2883,1
905539,930168,1,2927,1
930168,934522,1,2915,1
934522,947862,1,2923,1
947862,995091,1,2923,1
995091,999982,1,2923,1
999982,1002252,0,2921,1
1002252,1002267,0,2907,1
1002267,1002444,1,2921,1
1002444,1007587,1,2921,1
1007587,1044953,1,2894,1
1044953,1061601,1,2880,1
1061601,1062164,1,2880,1
1062164,1069832,0,2876,1
1069832,1073032,1,2896,1
1073032,1088482,1,2896,1
1088482,1096984,1,2880,1
1096984,1097393,1,2862,1
1097393,1098317,1,2862,1
1098317,1108794,1,2880,1
1108794,1109054,1,2864,1
1109054,1111869,1,2880,1
1111869,1114426,1,2872,1
1114426,1146283,1,129,1
1146283,1150119,1,2935,1
1150119,1161774,1,2939,1
1161774,1193413,1,129,1
1193413,1206385,1,2929,1
1206385,1226204,1,2929,1
1226204,1242348,1,2929,1
1242348,1278755,1,2935,1
1278755,1281225,1,1530,1
1281225,1297147,0,1528,1
1297147,1302950,0,1516,1
1302950,1314687,1,1516,1
1314687,1325215,0,1508,1
1325215,1346314,1,1508,1
1346314,1366598,1,1511,1
1366598,1399320,1,1510,1
1399320,1418229,1,1511,1
1418229,1445989,1,1500,1
1445989,1450085,1,1525,1
1450085,1531909,1,1523,1
1531909,1608619,1,1523,1
1608619,1616809,1,1529,1
1616809,1640200,1,1529,1
1640200,1656150,1,1527,1
1656150,1700784,1,1525,1
1700784,1713363,1,1529,1
1713363,1746656,1,1518,1
1746656,1767919,1,1518,1
1767919,1771256,1,1551,1
1771256,1778409,1,1537,1
1778409,1814323,1,1475,1
1814323,1831844,1,1476,1
1831844,1841923,1,1476,1
1841923,1862100,1,1428,1
1862100,1883523,0,1455,1
0,73872,1,144,0
73872,84898,0,130,1
84898,166547,1,130,1
166547,169374,1,3051,1
169374,207324,1,2999,1
207324,208777,1,133,1
208777,239432,1,133,1
239432,257221,1,2985,1
257221,262170,1,132,1
262170,369360,1,132,1
369360,503894,1,3056,1
503894,605537,1,3011,1
605537,665355,1,3014,1
665355,682792,1,2996,1
682792,901671,1,132,1
901671,995099,1,131,1
995099,1007598,1,131,1
1007598,1044964,1,130,1
1044964,1061612,1,128,1
1061612,1111883,1,128,1
1111883,1114440,1,128,1
1114440,1146297,1,2935,1
1146297,1161788,1,129,1
1161788,1164636,0,2941,1
1164636,1246763,0,2941,1
0,557501,0,77,0
0,1241188,1,199,0
1241188,1572585,0,226,1
0,1369731,0,126,0
0,167254,0,1129,0
167254,227257,0,1135,0
227257,1076178,1,1139,0
1076178,1147793,1,1124,1
1147793,1443549,0,1138,1
1443549,1630689,0,1146,1
0,1372414,0,63,0
0,433446,0,14,0
0,107,1,3413,0
107,12365,0,3417,1
12365,18275,1,3435,1
18275,59119,1,3431,1
59119,59253,1,3371,1
59253,60442,1,3372,1
60442,91320,1,3373,1
91320,112969,0,3372,1
0,267656,1,28,0
267656,1742942,0,29,1
0,683154,1,257,0
683154,770034,0,97,1
770034,1114803,1,97,1
1114803,1146660,1,196,1
1146660,1147631,1,196,1
1147631,1450469,1,196,1
1450469,1532293,1,196,1
1532293,1758914,1,196,1
1758914,1778797,1,196,1
1778797,1883913,0,195,1
0,683154,1,257,0
683154,770034,0,97,1
770034,1114803,1,97,1
1114803,1146660,1,196,1
1146660,1147631,1,196,1
1147631,1247126,0,196,1
0,683154,1,466,0
683154,691663,1,510,1
691663,905907,1,508,1
905907,1043332,0,501,1
1043332,1061973,1,501,1
1061973,1088855,1,501,1
1088855,1105693,1,501,1
1105693,1146658,1,501,1
1146658,1165503,1,501,1
1165503,1330774,0,484,1
1330774,1532290,1,501,1
1532290,1771485,1,501,1
1771485,1883910,0,493,1
0,683154,1,466,0
683154,691663,1,510,1
691663,905907,1,508,1
905907,1043332,0,501,1
1043332,1061973,1,501,1
1061973,1088855,1,501,1
1088855,1105693,1,501,1
1105693,1146658,1,501,1
1146658,1165503,1,501,1
1165503,1247123,0,484,1
0,2951,1,367,0
2951,73620,1,367,1
73620,90804,0,367,1
90804,115219,0,367,1
0,32201,1,176,0
32201,53850,0,367,1
0,53375,1,116,0
53375,184562,1,3023,1
184562,206344,1,3334,1
206344,964143,1,3290,1
964143,1132293,1,3048,1
1132293,1419151,1,3104,1
1419151,1550336,1,3091,1
1550336,1686805,0,3091,1
0,115221,0,75,0
0,53850,0,75,0
0,1859296,0,105,0
0,61,1,5,0
61,87,1,5,1
87,132,0,5,1
132,101602,0,5,1
0,61,1,5,0
61,87,1,5,1
87,132,0,5,1
132,101602,0,5,1
0,267656,1,304,0
267656,1742942,0,26,1
0,11909,1,153,0
11909,30061,0,153,1
30061,30066,0,153,1
30066,30069,0,153,1
30069,30078,0,153,1
30078,31341,1,153,1
31341,31553,1,157,1
31553,55793,1,170,1
55793,111560,1,170,1
111560,181022,1,174,1
181022,186468,1,175,1
186468,1247670,0,177,1
0,57,1,175,0
57,282490,0,177,1
0,30081,0,370,0
30081,111056,0,370,0
111056,139689,1,443,0
139689,154185,0,447,1
0,64528,1,136,0
64528,91083,0,129,1
91083,124104,0,123,1
0,186998,0,307,0
186998,199844,0,324,0
0,9192,0,397,0
0,78657,0,1037,0
78657,150790,0,1053,0
150790,161126,1,1059,0
161126,189914,0,1070,1
189914,191213,0,1089,1
191213,202759,0,1093,1
0,283751,1,141,0
283751,874401,0,152,1
0,150011,0,60,0
0,384397,0,22,0
0,633906,0,25,0
0,116477,1,111,0
116477,982744,1,113,1
982744,982769,1,119,1
982769,1219582,0,119,1
0,891391,0,81,0
0,891391,0,54,0
0,891391,0,19,0
0,891391,0,265,0
0,653521,1,16,0
653521,1325384,1,58,1
1325384,1344619,0,25,1
0,234699,1,145,0
234699,1325384,1,143,1
1325384,1344619,0,198,1
0,1414168,0,610,0
0,1,1,430,0
1,275175,0,269,1
0,238648,1,19,0
238648,624282,1,19,1
624282,975903,0,19,1
0,38115,1,15,0
38115,238647,1,19,1
238647,624281,1,19,1
624281,975902,0,19,1
0,19745,1,195,0
19745,238648,1,195,1
238648,624282,1,195,1
624282,912249,1,195,1
912249,975902,0,186,1
0,19745,1,256,0
19745,236869,1,256,1
236869,238648,1,252,1
238648,624282,1,252,1
624282,709495,1,252,1
709495,720724,1,251,1
720724,757397,1,253,1
757397,773422,1,253,1
773422,912248,1,249,1
912248,975901,0,249,1
0,238648,1,35,0
238648,624282,1,35,1
624282,975903,0,35,1
0,55845,1,72,0
55845,211070,1,72,1
211070,235928,1,72,1
235928,256019,1,82,1
256019,591377,1,82,1
591377,672928,1,82,1
672928,816178,0,83,1
0,238648,1,137,0
238648,624282,1,137,1
624282,975903,0,137,1
0,153962,1,92,0
153962,238647,1,92,1
238647,624281,1,92,1
624281,975902,0,92,1
0,9145,0,10,0
9145,515283,0,10,0
515283,1015386,0,10,0
1015386,1394352,1,10,0
1394352,1642696,0,10,1
0,9145,0,272,0
9145,1015386,0,283,0
1015386,1394352,1,303,0
1394352,1642696,0,303,1
0,1015387,0,28,0
1015387,1394353,1,30,0
1394353,1642697,0,30,1
0,44610,0,18,0
0,940886,0,218,0
0,185919,1,107,0
185919,1008781,0,137,1
1008781,1289119,1,136,1
1289119,1387747,1,136,1
1387747,1636091,0,136,1
0,1055,1,801,0
1055,2869,1,899,1
2869,3374,0,891,1
3374,4691,1,892,1
4691,4738,0,903,1
4738,5875,1,911,1
5875,11357,1,912,1
11357,13999,1,919,1
13999,14293,1,929,1
14293,18562,1,927,1
18562,19540,1,1009,1
19540,29635,1,1008,1
29635,34189,1,1022,1
34189,40087,0,1016,1
40087,40295,1,1030,1
40295,40408,0,1128,1
40408,44760,1,1120,1
44760,52358,0,1095,1
52358,54545,0,1223,1
54545,54601,0,1315,1
0,1912,0,1310,0
1912,4773,1,1373,0
4773,19263,1,1368,1
19263,28274,1,1304,1
28274,32745,0,1348,1
32745,33563,1,1349,1
33563,40315,1,1370,1
40315,58858,1,1377,1
58858,59550,1,1475,1
59550,70625,0,1481,1
70625,77427,1,1676,1
77427,77465,1,1678,1
77465,112663,1,1691,1
112663,118215,1,1729,1
118215,118221,1,1753,1
118221,118226,1,1794,1
118226,118238,0,1810,1
118238,123536,0,1810,1
123536,146819,1,1836,1
146819,158360,0,1829,1
158360,172801,1,1837,1
172801,218650,1,1850,1
218650,263560,0,1964,1
263560,286916,1,1982,1
286916,404568,1,1989,1
404568,1032424,1,2005,1
1032424,1227429,0,2008,1
1227429,1246841,1,2009,1
1246841,1295952,1,2009,1
1295952,1297129,1,2009,1
1297129,1297134,1,2014,1
1297134,1331836,1,2015,1
1331836,1360992,1,2015,1
1360992,1507764,1,2015,1
1507764,1509265,1,2029,1
1509265,1588245,1,2029,1
1588245,1599514,1,2028,1
1599514,1606390,1,2028,1
1606390,1641114,1,2028,1
1641114,1729460,1,2028,1
1729460,1854733,0,2028,1
0,296854,1,767,0
296854,301743,1,786,1
301743,432584,1,804,1
432584,648714,0,817,1
0,873775,0,26,0
0,877312,0,26,0
0,247865,0,26,0
0,247865,0,26,0
0,1859314,0,118,0
0,433446,0,10,0
0,3824,1,17,0
3824,31436,1,17,1
31436,1247674,0,17,1
0,60100,1,17,0
60100,282491,0,17,1
0,283892,0,132,0
0,122481,0,360,0
0,270583,0,372,0
270583,690724,1,371,0
690724,1833520,0,230,1
0,454909,0,24,0
454909,833875,1,24,0
833875,1082219,0,24,1
0,176523,1,178,0
176523,1819034,0,178,1
0,1575301,0,196,0
0,365525,0,61,0
0,101,1,303,0
101,208,0,303,1
208,1874722,0,303,1
0,542,1,343,0
542,2461,1,399,1
2461,687951,1,343,1
687951,818044,0,377,1
0,22848,1,1019,0
22848,42969,1,954,1
42969,1897571,0,1022,1
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,13,0
0,36355,0,13,0
0,1859314,0,22,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,13,0
0,36355,0,13,0
0,36355,0,13,0
0,36355,0,13,0
0,1859314,0,39,0
0,504554,0,116,0
0,1859314,0,66,0
0,1859314,0,76,0
0,1859314,0,232,0
0,36355,0,10,0
0,36355,0,13,0
0,1859314,0,88,0
0,1859314,0,144,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,245804,0,284,0
0,36355,0,11,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,12,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,12,0
0,1776772,0,101,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,36355,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,36355,0,12,0
0,897970,1,89,0
897970,1142796,0,88,1
0,36355,0,10,0
0,36355,0,10,0
0,245804,0,37,0
0,36355,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,1843376,0,10,0
0,244826,0,37,0
0,33257,1,194,0
33257,122480,0,194,1
0,1142796,0,95,0
0,873775,0,16,0
0,877312,0,16,0
0,247865,0,16,0
0,247865,0,16,0
0,1859314,0,74,0
0,36355,0,10,0
0,177549,1,130,0
177549,1820686,0,130,1
0,36355,0,10,0
0,36355,0,10,0
0,1931509,0,202,0
0,36355,0,10,0
0,780569,0,37,0
0,163031,0,12,0
0,163197,0,20,0
0,1001601,1,177,0
1001601,1145042,0,204,1
1145042,1338415,0,204,1
1338415,1679461,1,204,1
1679461,1717381,1,208,1
1717381,1802527,1,208,1
1802527,1802688,0,396,1
0,193373,0,51,0
193373,534419,1,51,0
534419,572339,1,51,1
572339,657485,1,51,1
657485,657646,0,86,1
0,1143886,0,55,0
0,152825,0,16,0
0,193373,0,40,0
193373,572339,1,40,0
572339,657485,1,40,1
657485,657646,0,63,1
0,1143886,0,38,0
0,163197,0,16,0
0,11600,0,134,0
11600,950905,0,90,0
0,186898,1,257,0
186898,306610,1,313,1
306610,711815,1,320,1
711815,986303,0,344,1
986303,1818279,1,368,1
1818279,1827377,0,399,1
0,1338416,0,62,0
1338416,1537794,1,61,0
1537794,1717381,1,60,1
1717381,1936311,1,60,1
1936311,1965724,0,60,1
0,475147,0,62,0
0,1338416,0,62,0
1338416,1537794,1,61,0
1537794,1717381,1,60,1
1717381,1936311,1,60,1
1936311,1965724,0,60,1
0,475147,0,62,0
0,1338416,0,62,0
1338416,1537794,1,61,0
1537794,1717381,1,60,1
1717381,1936311,1,60,1
1936311,1965724,0,60,1
0,475147,0,62,0
0,1338416,0,62,0
1338416,1537794,1,61,0
1537794,1717381,1,60,1
1717381,1936311,1,60,1
1936311,1965724,0,60,1
0,475147,0,62,0
0,696722,0,227,0
696722,1205350,0,229,0
0,523675,0,29,0
0,435164,1,246,0
435164,465227,1,127,1
465227,709789,1,128,1
709789,1049355,0,125,1
1049355,1686277,0,77,1
0,257994,0,544,0
0,1739805,0,49,0
0,82423,0,157,0
82423,759304,1,172,0
759304,1742764,1,175,1
1742764,1807484,0,166,1
0,694100,0,175,0
0,694100,0,15,0
0,982002,0,14,0
0,982002,0,14,0
0,982002,0,58,0
0,982002,0,26,0
0,163197,0,17,0
0,1338416,0,62,0
1338416,1717382,1,62,0
1717382,1802690,0,62,1
0,135592,0,75,0
0,310189,0,6,0
0,39530,1,795,0
39530,40021,1,809,1
40021,74022,1,805,1
74022,92594,1,809,1
92594,131266,1,812,1
131266,195927,1,779,1
195927,279375,0,785,1
279375,379201,1,777,1
379201,403235,1,778,1
403235,556317,1,775,1
556317,591235,1,760,1
591235,685392,1,767,1
685392,841603,1,648,1
841603,857002,1,665,1
857002,868631,0,627,1
868631,870547,1,622,1
870547,929138,1,470,1
929138,1010043,1,442,1
1010043,1184995,1,429,1
1184995,1238561,1,434,1
1238561,1270542,1,401,1
1270542,1272761,1,408,1
1272761,1449028,1,409,1
1449028,1533746,1,412,1
1533746,1574824,1,430,1
1574824,1693676,1,424,1
1693676,1777483,1,430,1
1777483,1917369,0,440,1
1917369,1958757,0,419,1
0,179804,1,472,0
179804,1623368,0,465,1
0,8699,1,2478,0
8699,9190,1,2484,1
9190,43191,1,2478,1
43191,44368,1,2482,1
44368,68274,1,2481,1
68274,100435,1,2520,1
100435,119118,1,2508,1
119118,153941,1,2555,1
153941,351236,1,2558,1
351236,390283,1,2532,1
390283,391574,1,2560,1
391574,391583,1,2522,1
391583,408845,1,2523,1
408845,475274,1,2553,1
475274,477735,1,2561,1
477735,525484,1,2548,1
525484,584516,1,2515,1
584516,680173,1,2416,1
680173,683643,0,2415,1
683643,710986,1,2415,1
710986,837796,0,2416,1
837796,839712,1,2377,1
839712,846442,0,2372,1
846442,862059,1,2404,1
862059,869601,1,2361,1
869601,898301,1,2384,1
898301,947474,1,2331,1
947474,979165,1,2296,1
979165,995796,0,2263,1
995796,996320,1,2302,1
996320,1002849,1,2287,1
1002849,1046918,0,2296,1
1046918,1066155,1,2327,1
1066155,1066934,1,2340,1
1066934,1085140,0,2333,1
1085140,1189013,0,2336,1
1189013,1203702,1,2340,1
1203702,1207718,1,2353,1
1207718,1210719,0,2322,1
1210719,1211150,1,2352,1
1211150,1212111,0,2322,1
1212111,1233647,1,2352,1
1233647,1239696,1,2408,1
1239696,1241915,1,2418,1
1241915,1243257,1,2422,1
1243257,1267083,1,2411,1
1267083,1352075,1,2412,1
1352075,1372317,1,2433,1
1372317,1384519,1,2453,1
1384519,1393986,1,2464,1
1393986,1418178,1,2464,1
1418178,1452438,1,2520,1
1452438,1452439,1,2525,1
1452439,1494355,1,2525,1
1494355,1502894,1,2518,1
1502894,1542934,1,2536,1
1542934,1573688,1,2534,1
1573688,1594783,1,2568,1
1594783,1612514,1,2534,1
1612514,1661746,1,2570,1
1661746,1722326,1,2587,1
1722326,1723354,1,2589,1
1723354,1886513,0,2589,1
1886513,1927901,0,1946,1
0,340998,1,327,0
340998,371258,1,339,1
371258,880658,1,339,1
880658,1746493,0,448,1
0,865835,0,69,0
0,2,1,25,0
2,190603,0,25,1
0,36037,1,17,0
36037,1452368,0,17,1
0,81991,0,1,0
0,1784412,0,1,0
0,81991,0,7,0
0,1784412,0,7,0
0,840546,0,22,0
0,60100,1,22,0
60100,282491,0,22,1
0,144511,1,417,0
144511,320984,1,414,1
320984,744710,0,413,1
744710,1338414,0,405,1
1338414,1357826,1,386,1
1357826,1543825,1,385,1
1543825,1717379,1,386,1
1717379,1840449,1,386,1
1840449,1880933,1,384,1
1880933,1965722,0,382,1
0,563453,0,71,0
0,501090,1,1365,0
501090,778938,0,1368,1
778938,955823,1,1373,1
955823,990880,1,1408,1
990880,1415859,0,1408,1
0,835323,1,537,0
835323,930182,1,440,1
930182,1908190,0,492,1
0,13802,1,2037,0
13802,41778,1,2160,1
41778,43264,0,2178,1
43264,53501,0,2218,1
53501,236066,1,2390,1
236066,244858,1,2414,1
244858,315877,1,2458,1
315877,519758,1,2546,1
519758,545487,0,2693,1
545487,619427,1,2693,1
619427,1190882,1,2707,1
1190882,1237369,1,2711,1
1237369,1369348,1,2755,1
1369348,1493412,0,2764,1
1493412,1501563,1,2831,1
1501563,1770971,1,2804,1
1770971,1883786,1,2820,1
1883786,1884621,1,2843,1
1884621,1959996,0,2836,1
0,576854,0,625,0
0,107544,0,134,0
107544,111172,1,492,0
111172,137662,1,491,1
137662,139851,1,517,1
139851,139855,1,504,1
139855,486507,1,454,1
486507,497345,1,454,1
497345,734850,0,453,1
0,57,0,797,0
57,146526,0,797,0
146526,489622,1,595,0
489622,508205,1,601,1
508205,913436,0,609,1
913436,1020677,1,609,1
1020677,1292401,1,609,1
1292401,1511331,1,609,1
1511331,1540744,0,609,1
0,50170,0,23,0
0,31373,1,670,0
31373,51806,1,685,1
51806,100536,0,732,1
100536,182564,1,730,1
182564,503879,1,712,1
503879,1008208,1,698,1
1008208,1020281,1,720,1
1020281,1125507,1,685,1
1125507,1262130,0,684,1
1262130,1299889,1,654,1
1299889,1365887,1,623,1
1365887,1899052,0,618,1
0,989437,0,180,0
0,3663,0,14,0
0,908545,1,182,0
908545,1298817,0,178,1
1298817,1732263,0,196,1
0,254410,1,27,0
254410,339095,1,27,1
339095,724729,1,27,1
724729,1076350,0,27,1
0,261818,1,596,0
261818,262668,0,606,1
262668,276040,0,606,1
276040,448007,0,600,1
448007,1099984,1,605,1
1099984,1102461,1,740,1
1102461,1381974,1,762,1
1381974,1587731,1,751,1
1587731,1606687,1,876,1
1606687,1675832,1,894,1
1675832,1687302,1,967,1
1687302,1887427,0,986,1
0,49693,0,415,0
0,80248,0,72,0
0,407660,0,201,0
0,164847,0,426,0
164847,384413,1,459,0
384413,916360,1,567,1
916360,917775,1,509,1
917775,1033371,0,538,1
0,814765,1,1212,0
814765,1129914,1,1209,1
1129914,1202315,1,1215,1
1202315,1272654,1,1229,1
1272654,1438582,1,1237,1
1438582,1694553,1,1225,1
1694553,1703525,1,1322,1
1703525,1716325,0,1333,1
0,8036,1,68,0
8036,131483,0,68,1
0,766911,0,121,0
766911,927799,0,127,0
927799,1145876,1,127,0
1145876,1394220,0,127,1
0,410529,0,115,0
410529,420826,1,115,0
420826,1010182,1,121,1
1010182,1338414,0,10,1
1338414,1717380,1,10,1
1717380,1965724,0,10,1
0,420827,1,23,0
420827,475147,0,25,1
0,410529,0,145,0
410529,420826,1,220,0
420826,465248,1,196,1
465248,1338414,0,196,1
1338414,1717380,1,103,1
1717380,1936310,1,103,1
1936310,1965723,0,103,1
0,410529,0,13,0
410529,420826,1,14,0
420826,475146,0,16,1
0,420827,1,32,0
420827,1338416,0,43,1
1338416,1717382,1,43,1
1717382,1965726,0,43,1
0,420827,1,32,0
420827,475147,0,43,1
0,420827,1,2040,0
420827,465249,1,1996,1
465249,1208997,1,2017,1
1208997,1338414,0,1193,1
1338414,1379316,1,1193,1
1379316,1465697,1,1193,1
1465697,1717378,1,1193,1
1717378,1936308,1,1193,1
1936308,1965721,0,1193,1
0,420827,1,62,0
420827,465249,1,56,1
465249,475146,0,57,1
0,420827,1,173,0
420827,1338416,0,174,1
1338416,1717382,1,95,1
1717382,1965726,0,95,1
0,420827,1,15,0
420827,475147,0,16,1
0,420827,1,255,0
420827,1338416,0,268,1
1338416,1717382,1,145,1
1717382,1965726,0,145,1
0,420827,1,21,0
420827,475147,0,22,1
0,420827,1,121,0
420827,1338416,0,117,1
1338416,1717382,1,67,1
1717382,1965726,0,67,1
0,420827,1,17,0
420827,475147,0,17,1
0,420827,1,173,0
420827,1338416,0,176,1
1338416,1717382,1,96,1
1717382,1965726,0,96,1
0,420827,1,15,0
420827,475147,0,16,1
0,1338416,0,594,0
1338416,1717382,1,314,0
1717382,1965726,0,314,1
0,475147,0,8,0
0,102305,1,1875,0
102305,405691,0,1861,1
405691,1829122,0,1929,1
0,1072868,0,48,0
0,1807485,0,113,0
0,187639,1,44,0
187639,858357,1,44,1
858357,1290846,0,44,1
0,187639,1,21,0
187639,858357,1,21,1
858357,1290846,0,21,1
0,2052,1,56,0
2052,80590,1,56,1
80590,118674,1,65,1
118674,167551,1,65,1
167551,214803,1,69,1
214803,332653,1,70,1
332653,391687,1,70,1
391687,430574,1,63,1
430574,468591,1,64,1
468591,526791,1,64,1
526791,574669,1,64,1
574669,765140,0,65,1
0,17267,1,165,0
17267,1139299,1,177,1
1139299,1513956,0,192,1
1513956,1652435,1,210,1
1652435,1959313,0,211,1
0,12510,0,117,0
12510,17627,0,116,0
17627,158921,0,151,0
0,58048,0,104,0
58048,123697,1,104,0
123697,258863,1,139,1
258863,437013,1,138,1
437013,685357,0,138,1
0,58048,0,32,0
58048,258863,1,32,0
258863,437013,1,31,1
437013,685357,0,31,1
0,55329,1,23,0
55329,78339,1,24,1
78339,90195,1,25,1
90195,90650,0,26,1
90650,110083,1,26,1
110083,134769,1,27,1
134769,141430,1,28,1
141430,156298,1,29,1
156298,160362,1,30,1
160362,207454,1,31,1
207454,311134,1,32,1
311134,333202,1,34,1
333202,385082,1,34,1
385082,453585,0,35,1
453585,469612,1,36,1
469612,486775,1,36,1
486775,521832,1,37,1
521832,593949,1,38,1
