CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
MoreThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,VeryWet,VeryMoist,SigPositive,,K,Stifling,Neutral,Neutral,,PC,Neutral,Wet,MoreUnstable,Cloudy,,N1GtLIGt_4,K,Slight,Neutral,Moving,K,MarkedUpper,Increasing,Weak,Strong,StrongPos,Neutral,DCVZFavor,,XNIL,Aug20_Sep15,MoistMDryL,Clear,ACEFK,XNIL,Increasing,LVorOther,,MoreUnstable,IncCapDecIns,PC,VeryWet,Strong,XNIL,Other,Neutral,Instability,MovingFtorOt,MoreThanAve,E_NE,XNIL
Average,Steep,SWQuad,Steep,CThruK,Wet,Average,SigNegative,Weak,CDEJ,PartInhibit,StronUp,Neutral,,Cloudy,Neutral,Wet,Average,Cloudy,Marked,N1GtLIGt_4,E,,Neutral,,E,NoMajor,LittleChange,Weak,Weak,StrongPos,WeakUp,Westerly,PartInhibit,SIG,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Cloudy,VeryWet,Weak,SIG,LowEvrywhere,WeakUp,Stability,DryLine,LessThanAve,LV,XNIL
LessThanAve,CloseToDryAd,SWQuad,ModerateOrLe,AB,Wet,Average,PosToNeg,Strong,ABI,PartInhibit,StronUp,WeakUp,Strong,Cloudy,Neutral,VeryWet,Average,PC,Marked,N5GtLIGt_8,B,Slight,WeakUp,Other,B,NoMajor,Increasing,Moderate,Strong,StrongPos,WeakUp,StrongWest,PartInhibit,SIG,May15_Jun14,Other,Cloudy,B,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Cloudy,Dry,Weak,SIG,LowMtsHighPl,WeakUp,Neutral,DenvCyclone,LessThanAve,E_NE,SIG
MoreThanAve,Steep,AllElse,Steep,AB,Neutral,VeryMoist,LittleChange,Strong,ABI,PartInhibit,Neutral,Neutral,Weak,Clear,Neutral,Neutral,MoreUnstable,PC,Some,N5GtLIGt_8,B,Strong,Neutral,Other,B,NoMajor,LittleChange,Moderate,Weak,Neutral,Neutral,Westerly,,SIG,Jul2_Jul15,Other,Clear,B,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,,SIG,LowMtsHighPl,Neutral,Instability,DenvCyclone,Average,DenvCyclone,XNIL
MoreThanAve,Steep,SWQuad,Stable,AB,Neutral,VeryMoist,PosToNeg,Weak,ABI,Stifling,Neutral,Down,Weak,PC,Neutral,Neutral,MoreUnstable,PC,Marked,LILt_8,B,Strong,Down,Moving,B,NoMajor,LittleChange,Weak,Weak,Negative,Down,StrongWest,,XNIL,May15_Jun14,DryMMoistL,PC,B,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Neutral,,SVR,HighEvrywher,Down,Instability,E_W_S,MoreThanAve,DenvCyclone,SVR
LessThanAve,Steep,SWQuad,Steep,AB,Neutral,VeryMoist,PosToNeg,Strong,ABI,PartInhibit,WeakUp,StrongUp,,Clear,Neutral,Neutral,LessUnstable,PC,Some,N1GtLIGt_4,B,Slight,Neutral,,B,NoMajor,Increasing,Weak,,StrongPos,WeakUp,Other,,XNIL,May15_Jun14,DryMMoistL,Clear,B,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,XNIL,LowSHighN,WeakUp,Stability,E_W_S,LessThanAve,DenvCyclone,XNIL
Average,Steep,SWQuad,Steep,CThruK,VeryWet,Average,PosToNeg,,CDEJ,PartInhibit,Neutral,Neutral,,Cloudy,Dry,Wet,LessUnstable,Clear,,N1GtLIGt_4,D,Strong,Neutral,,D,MarkedUpper,LittleChange,Moderate,Weak,Negative,Neutral,Westerly,,XNIL,Jun15_Jul1,DryMMoistL,Cloudy,D,XNIL,Increasing,Westerly,,LessUnstable,IncCapDecIns,Cloudy,Wet,Weak,XNIL,LowEvrywhere,Neutral,Neutral,DryLine,LessThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Dry,VeryMoist,LittleChange,,F,PartInhibit,Down,Neutral,,Clear,Neutral,Dry,MoreUnstable,Clear,,N1GtLIGt_4,F,,WeakUp,QStationary,F,NoMajor,Increasing,Weak,Strong,Neutral,Neutral,Westerly,Stifling,XNIL,Jul16_Aug10,Other,Clear,ACEFK,XNIL,Decreasing,LVorOther,,MoreUnstable,DecCapIncIns,Clear,Dry,Weak,XNIL,HighEvrywher,Neutral,Neutral,,Average,LV,XNIL
MoreThanAve,ModerateOrLe,LV,Stable,CThruK,VeryWet,VeryMoist,NegToPos,Weak,F,PartInhibit,Neutral,Neutral,Weak,Cloudy,Wet,VeryWet,MoreUnstable,Cloudy,Some,N5GtLIGt_8,F,,StrongUp,,F,NoMajor,Decreasing,Weak,Weak,Negative,WeakUp,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,Other,PC,ACEFK,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,VeryWet,Weak,SIG,HighEvrywher,WeakUp,Stability,E_W_S,Average,LV,SIG
Average,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Dry,Average,LittleChange,Weak,ABI,PartInhibit,StronUp,Neutral,,PC,Neutral,Neutral,MoreUnstable,PC,Marked,N1GtLIGt_4,I,Slight,Neutral,QStationary,I,NoMajor,Decreasing,Moderate,,Negative,Neutral,DCVZFavor,,SVR,Jul2_Jul15,DryMMoistL,PC,HI,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Dry,,SVR,LowSHighN,Neutral,Neutral,MovingFtorOt,LessThanAve,LV,XNIL
MoreThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Strong,G,PartInhibit,StronUp,Neutral,Weak,Cloudy,Dry,Wet,Average,PC,Some,N5GtLIGt_8,G,,WeakUp,,G,NoMajor,Increasing,Unfavorable,Weak,StrongPos,StrongUp,Westerly,PartInhibit,SVR,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Cloudy,Dry,Weak,SVR,Other,StrongUp,Neutral,DryLine,MoreThanAve,LV,XNIL
LessThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Wet,Dry,SigNegative,Strong,K,Stifling,WeakUp,Neutral,Strong,PC,Neutral,VeryWet,Average,PC,Some,N1GtLIGt_4,K,Slight,WeakUp,Moving,K,StrongFront,Increasing,Weak,Strong,WeakPos,WeakUp,StrongWest,Stifling,XNIL,Jun15_Jul1,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,VeryWet,,XNIL,HighEvrywher,WeakUp,Stability,,Average,E_NE,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,Wet,Dry,SigNegative,,ABI,,StronUp,WeakUp,,Clear,VeryWet,VeryWet,LessUnstable,Clear,,N1GtLIGt_4,A,Strong,Neutral,QStationary,A,StrongFront,Increasing,Strong,,WeakPos,Neutral,Other,,XNIL,May15_Jun14,DryMMoistL,PC,ACEFK,SIG,LittleChange,Westerly,,LessUnstable,LittleChange,Clear,Neutral,,SIG,LowSHighN,Neutral,Stability,DenvCyclone,LessThanAve,DenvCyclone,SIG
Average,Steep,NWQuad,Steep,CThruK,Dry,Dry,NegToPos,Strong,CDEJ,Stifling,Neutral,Neutral,Strong,Clear,Wet,Neutral,Average,Clear,Marked,LIGt0,C,,Neutral,Other,C,NoMajor,Decreasing,Weak,Weak,Negative,Neutral,DCVZFavor,PartInhibit,XNIL,Jul16_Aug10,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Wet,,XNIL,LowNHighS,Neutral,Instability,E_W_S,Average,WidespdDnsl,XNIL
Average,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Dry,Dry,LittleChange,,ABI,Stifling,Down,Down,,Cloudy,Neutral,Neutral,MoreUnstable,Cloudy,,N5GtLIGt_8,I,Strong,StrongUp,QStationary,I,NoMajor,Increasing,Strong,,WeakPos,Neutral,Other,,XNIL,Jun15_Jul1,DryMMoistL,PC,HI,SVR,LittleChange,Westerly,,MoreUnstable,LittleChange,Cloudy,Neutral,Weak,SVR,HighEvrywher,Neutral,Instability,MovingFtorOt,Average,DenvCyclone,SVR
MoreThanAve,CloseToDryAd,LV,ModerateOrLe,AB,Neutral,Average,NegToPos,,ABI,,Neutral,Down,,Clear,Neutral,Neutral,LessUnstable,Clear,,N1GtLIGt_4,B,Moderate,StrongUp,QStationary,B,NoMajor,Increasing,Moderate,Weak,WeakPos,Down,DCVZFavor,Stifling,XNIL,Aug20_Sep15,DryMMoistL,Clear,B,XNIL,Increasing,LVorOther,,Average,IncCapDecIns,Clear,Neutral,Weak,XNIL,HighEvrywher,Down,Neutral,DenvCyclone,LessThanAve,DenvCyclone,XNIL
Average,Steep,SWQuad,ModerateOrLe,CThruK,Wet,Average,SigNegative,Strong,H,PartInhibit,Neutral,Neutral,,PC,Wet,VeryWet,LessUnstable,Cloudy,Marked,LIGt0,H,,WeakUp,,H,NoMajor,Increasing,Moderate,Weak,WeakPos,Neutral,Other,PartInhibit,SVR,May15_Jun14,DryMMoistL,PC,HI,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,PC,Dry,Weak,SVR,LowMtsHighPl,Neutral,Stability,MovingFtorOt,Average,SEQuad,XNIL
MoreThanAve,Steep,SWQuad,Stable,AB,Neutral,VeryMoist,PosToNeg,Strong,ABI,PartInhibit,Down,Neutral,,PC,Wet,Dry,MoreUnstable,Clear,Some,N5GtLIGt_8,A,,Down,Other,A,MarkedUpper,Decreasing,Weak,,Negative,Down,Other,PartInhibit,SIG,Jun15_Jul1,MoistMDryL,PC,ACEFK,SVR,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,PC,Neutral,,SVR,LowMtsHighPl,Down,Instability,DenvCyclone,Average,E_NE,SVR
Average,Steep,NWQuad,ModerateOrLe,CThruK,Neutral,Dry,NegToPos,,CDEJ,PartInhibit,Neutral,Neutral,,Cloudy,Neutral,Neutral,Average,Cloudy,,N5GtLIGt_8,C,,Down,Other,C,MarkedUpper,Increasing,Moderate,Weak,StrongPos,Neutral,DCVZFavor,Stifling,XNIL,May15_Jun14,Other,Cloudy,ACEFK,XNIL,LittleChange,LVorOther,,Average,LittleChange,Cloudy,Dry,Weak,XNIL,LowNHighS,Neutral,Stability,E_W_S,Average,LongAnticyc,XNIL
Average,Steep,SWQuad,Stable,AB,Dry,Average,PosToNeg,Weak,ABI,PartInhibit,Neutral,StrongUp,Weak,Cloudy,Neutral,Neutral,Average,Cloudy,Some,LILt_8,A,Strong,Neutral,Moving,A,MarkedUpper,Decreasing,Moderate,,Neutral,Neutral,Westerly,,SIG,Aug20_Sep15,DryMMoistL,Cloudy,ACEFK,SIG,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,Cloudy,Dry,,SIG,HighEvrywher,Neutral,Neutral,DenvCyclone,Average,SEQuad,SIG
Average,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Neutral,Dry,NegToPos,,G,PartInhibit,Down,Neutral,Strong,PC,Neutral,Neutral,LessUnstable,PC,Some,N1GtLIGt_4,G,,Down,,G,NoMajor,Decreasing,Moderate,Weak,Negative,Down,DCVZFavor,Stifling,XNIL,Jun15_Jul1,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Weak,LessUnstable,IncCapDecIns,Clear,Neutral,,XNIL,LowEvrywhere,Down,Neutral,DryLine,Average,WidespdDnsl,XNIL
Average,ModerateOrLe,SWQuad,Steep,AB,Wet,VeryMoist,PosToNeg,,ABI,PartInhibit,Neutral,StrongUp,,Cloudy,Wet,Wet,LessUnstable,PC,,N1GtLIGt_4,B,Moderate,Down,Other,B,OtherRapid,Decreasing,Moderate,,Negative,Neutral,DCVZFavor,,XNIL,Aug20_Sep15,MoistMDryL,PC,B,SIG,Increasing,Westerly,,LessUnstable,IncCapDecIns,Cloudy,Wet,,SIG,Other,Neutral,Instability,E_W_N,LessThanAve,SEQuad,SIG
MoreThanAve,Steep,AllElse,Stable,AB,Dry,Dry,LittleChange,Weak,ABI,Stifling,Neutral,Neutral,Strong,Clear,Wet,Dry,Average,Clear,Marked,N1GtLIGt_4,B,Slight,Down,,B,NoMajor,LittleChange,Moderate,Strong,Negative,Down,StrongWest,Stifling,SIG,Jul16_Aug10,DryMMoistL,Clear,B,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,Dry,,SIG,HighEvrywher,Down,Instability,,Average,SEQuad,XNIL
Average,CloseToDryAd,LV,Steep,CThruK,Wet,Average,LittleChange,,CDEJ,PartInhibit,Neutral,Down,,Clear,Wet,VeryWet,MoreUnstable,Clear,,N1GtLIGt_4,J,,StrongUp,Other,J,NoMajor,Increasing,Weak,,WeakPos,Neutral,StrongWest,Stifling,XNIL,Jul16_Aug10,DryMMoistL,Clear,GJ,XNIL,LittleChange,LVorOther,,MoreUnstable,LittleChange,Clear,Neutral,,XNIL,LowAtStation,Neutral,Instability,,Average,SEQuad,XNIL
LessThanAve,CloseToDryAd,NWQuad,Steep,AB,Neutral,VeryMoist,LittleChange,Weak,ABI,PartInhibit,StronUp,Neutral,Weak,Clear,Wet,Neutral,LessUnstable,Cloudy,Some,N1GtLIGt_4,B,,Neutral,,B,NoMajor,LittleChange,Unfavorable,Weak,Neutral,WeakUp,Westerly,PartInhibit,SVR,Jul16_Aug10,DryMMoistL,Clear,B,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Neutral,Strong,SVR,LowAtStation,WeakUp,Instability,E_W_N,LessThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,VeryWet,Dry,SigPositive,,K,PartInhibit,Neutral,Neutral,,PC,VeryWet,VeryWet,LessUnstable,Clear,,N1GtLIGt_4,K,Strong,StrongUp,,K,MarkedUpper,Decreasing,Strong,,Negative,WeakUp,Other,,XNIL,Jul16_Aug10,Other,PC,ACEFK,XNIL,LittleChange,LVorOther,,LessUnstable,LittleChange,PC,VeryWet,,XNIL,LowNHighS,WeakUp,Stability,,LessThanAve,WidespdDnsl,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,CThruK,VeryWet,Average,SigNegative,Weak,CDEJ,,WeakUp,Neutral,Weak,Clear,Dry,VeryWet,MoreUnstable,Clear,Marked,N5GtLIGt_8,D,,Neutral,QStationary,D,StrongFront,LittleChange,Moderate,,Negative,Neutral,DCVZFavor,Stifling,SVR,Jul16_Aug10,DryMMoistL,PC,D,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Dry,,SVR,LowMtsHighPl,Neutral,Neutral,DryLine,LessThanAve,LongAnticyc,XNIL
MoreThanAve,Steep,SWQuad,Steep,AB,Dry,Average,PosToNeg,Strong,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Dry,Neutral,LessUnstable,Clear,Some,LIGt0,A,,Neutral,Other,A,MarkedUpper,Decreasing,Strong,Weak,Negative,Neutral,StrongWest,Stifling,XNIL,Jul2_Jul15,Other,PC,ACEFK,SVR,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Dry,Weak,SVR,Other,Neutral,Stability,E_W_S,LessThanAve,SEQuad,SIG
LessThanAve,Steep,NWQuad,Steep,AB,Wet,Average,LittleChange,,ABI,PartInhibit,Neutral,Down,Strong,PC,Dry,Neutral,Average,PC,Some,N5GtLIGt_8,B,Strong,Down,,B,OtherRapid,Increasing,Moderate,Strong,StrongPos,Down,StrongWest,,XNIL,Aug20_Sep15,DryMMoistL,PC,B,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,PC,Dry,,XNIL,LowNHighS,Down,Stability,E_W_S,LessThanAve,SEQuad,XNIL
LessThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Dry,Average,SigPositive,,CDEJ,PartInhibit,Neutral,StrongUp,,Cloudy,Dry,Neutral,LessUnstable,Cloudy,,N1GtLIGt_4,C,Slight,WeakUp,,C,MarkedUpper,LittleChange,Unfavorable,Weak,Neutral,WeakUp,DCVZFavor,,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,LittleChange,Westerly,,LessUnstable,LittleChange,Cloudy,Neutral,,XNIL,LowAtStation,WeakUp,Stability,E_W_N,LessThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,NWQuad,Stable,CThruK,Wet,Dry,SigPositive,Weak,K,Stifling,Down,Neutral,Strong,PC,Neutral,Wet,MoreUnstable,PC,Marked,N1GtLIGt_4,K,Slight,Down,Moving,K,MarkedUpper,Increasing,Strong,Weak,StrongPos,Neutral,StrongWest,PartInhibit,SIG,Aug20_Sep15,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,VeryWet,,SIG,Other,Neutral,Neutral,MovingFtorOt,MoreThanAve,SEQuad,XNIL
LessThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,VeryWet,Dry,PosToNeg,,G,PartInhibit,Neutral,Neutral,,PC,VeryWet,VeryWet,MoreUnstable,Clear,,LILt_8,G,,WeakUp,,G,MarkedUpper,LittleChange,Unfavorable,Weak,WeakPos,WeakUp,Westerly,Stifling,XNIL,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,,MoreUnstable,LittleChange,Cloudy,Wet,,XNIL,LowEvrywhere,WeakUp,Instability,,LessThanAve,LongAnticyc,XNIL
LessThanAve,CloseToDryAd,LV,Stable,AB,Neutral,VeryMoist,PosToNeg,Weak,ABI,PartInhibit,StronUp,StrongUp,Strong,Clear,Neutral,Wet,Average,Clear,Marked,N1GtLIGt_4,B,,Neutral,QStationary,B,NoMajor,Decreasing,Unfavorable,Strong,Neutral,StrongUp,DCVZFavor,PartInhibit,XNIL,Jun15_Jul1,Other,Clear,B,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Cloudy,Dry,Strong,XNIL,HighEvrywher,StrongUp,Neutral,DenvCyclone,LessThanAve,DenvCyclone,XNIL
Average,ModerateOrLe,NWQuad,Stable,CThruK,Wet,Average,SigPositive,Weak,H,PartInhibit,StronUp,Neutral,Weak,PC,Wet,VeryWet,Average,PC,,N1GtLIGt_4,H,Strong,Neutral,Moving,H,MarkedUpper,LittleChange,Moderate,Weak,Neutral,WeakUp,Westerly,,XNIL,May15_Jun14,DryMMoistL,Clear,HI,SIG,Increasing,LVorOther,Weak,Average,IncCapDecIns,Cloudy,Neutral,Weak,SIG,HighEvrywher,WeakUp,Stability,,Average,E_NE,SVR
MoreThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Dry,Average,SigNegative,Weak,K,TotalInhibit,Neutral,Down,,PC,Wet,Dry,MoreUnstable,Clear,,N1GtLIGt_4,K,,Neutral,Moving,K,StrongFront,LittleChange,Unfavorable,,Neutral,Neutral,Other,,SVR,May15_Jun14,DryMMoistL,PC,ACEFK,SIG,LittleChange,LVorOther,Strong,Average,LittleChange,Clear,Neutral,,SVR,Other,Neutral,Neutral,MovingFtorOt,MoreThanAve,E_NE,XNIL
LessThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Neutral,Average,LittleChange,,CDEJ,PartInhibit,WeakUp,Neutral,,Clear,Neutral,Neutral,Average,PC,,N5GtLIGt_8,J,,StrongUp,,J,NoMajor,Increasing,Weak,,WeakPos,WeakUp,StrongWest,Stifling,XNIL,Aug11_Aug20,Other,Clear,GJ,XNIL,LittleChange,LVorOther,,MoreUnstable,LittleChange,PC,Neutral,Weak,XNIL,LowAtStation,WeakUp,Neutral,DenvCyclone,LessThanAve,LV,XNIL
MoreThanAve,CloseToDryAd,AllElse,Steep,CThruK,Wet,Dry,LittleChange,,G,PartInhibit,Down,Neutral,,Cloudy,Wet,Wet,Average,Clear,,N5GtLIGt_8,G,Strong,Down,,G,NoMajor,Decreasing,Moderate,Weak,Negative,Neutral,Westerly,PartInhibit,XNIL,May15_Jun14,MoistMDryL,PC,GJ,SIG,Increasing,LVorOther,,LessUnstable,IncCapDecIns,PC,Neutral,Strong,SIG,LowAtStation,Neutral,Instability,,Average,LV,SIG
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Wet,Average,SigPositive,Strong,K,Stifling,Down,Down,Strong,PC,Dry,VeryWet,Average,Clear,Marked,N5GtLIGt_8,K,Strong,Neutral,Moving,K,StrongFront,LittleChange,Moderate,Weak,StrongPos,Neutral,DCVZFavor,,SVR,Aug20_Sep15,DryMMoistL,PC,ACEFK,XNIL,Decreasing,Westerly,Strong,Average,DecCapIncIns,PC,Neutral,,SVR,LowEvrywhere,Neutral,Stability,DryLine,MoreThanAve,WidespdDnsl,XNIL
Average,Steep,NWQuad,CloseToDryAd,CThruK,Wet,Dry,LittleChange,,K,PartInhibit,Neutral,WeakUp,,Clear,Wet,Wet,MoreUnstable,Clear,,N1GtLIGt_4,K,Slight,StrongUp,QStationary,K,NoMajor,Increasing,Weak,Weak,StrongPos,WeakUp,Other,PartInhibit,XNIL,May15_Jun14,Other,Clear,ACEFK,SVR,LittleChange,Westerly,,MoreUnstable,LittleChange,PC,Dry,,SVR,Other,WeakUp,Neutral,MovingFtorOt,Average,SEQuad,SVR
LessThanAve,CloseToDryAd,SWQuad,ModerateOrLe,AB,Neutral,VeryMoist,PosToNeg,,ABI,Stifling,StronUp,WeakUp,Strong,Clear,Wet,Neutral,LessUnstable,Clear,Some,N5GtLIGt_8,A,Moderate,StrongUp,Other,A,StrongFront,Decreasing,Weak,Weak,Neutral,StrongUp,StrongWest,,SVR,Jul16_Aug10,DryMMoistL,Clear,ACEFK,XNIL,Decreasing,LVorOther,Weak,LessUnstable,DecCapIncIns,PC,Neutral,Weak,SVR,LowSHighN,StrongUp,Stability,DenvCyclone,Average,DenvCyclone,XNIL
LessThanAve,CloseToDryAd,AllElse,Stable,AB,Wet,Dry,LittleChange,Weak,ABI,PartInhibit,Down,Down,Weak,Clear,Dry,Neutral,LessUnstable,PC,Some,N1GtLIGt_4,B,Moderate,Down,QStationary,B,NoMajor,Decreasing,Moderate,Weak,Negative,Down,Westerly,PartInhibit,SIG,Jul16_Aug10,Other,Clear,B,SVR,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Clear,VeryWet,,SVR,LowMtsHighPl,Down,Neutral,MovingFtorOt,LessThanAve,DenvCyclone,SVR
Average,Steep,LV,CloseToDryAd,CThruK,Dry,Dry,LittleChange,Weak,CDEJ,,Neutral,StrongUp,Weak,PC,Dry,Dry,Average,Clear,,N1GtLIGt_4,J,Strong,Down,,J,NoMajor,LittleChange,Strong,Weak,Neutral,Neutral,Westerly,,XNIL,Aug11_Aug20,MoistMDryL,PC,GJ,SVR,LittleChange,LVorOther,Weak,Average,LittleChange,PC,Dry,Strong,SVR,LowAtStation,Neutral,Neutral,,Average,LV,SVR
MoreThanAve,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Neutral,VeryMoist,LittleChange,Strong,CDEJ,,Neutral,Neutral,,PC,Neutral,Wet,LessUnstable,PC,Marked,N5GtLIGt_8,C,,StrongUp,Other,C,MarkedUpper,Decreasing,Weak,Strong,Negative,StrongUp,Other,,SVR,Jul16_Aug10,Other,PC,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Cloudy,Neutral,Strong,SVR,LowEvrywhere,StrongUp,Stability,E_W_N,Average,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Neutral,Average,PosToNeg,Weak,ABI,TotalInhibit,Down,Neutral,Strong,Clear,Wet,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,I,Moderate,Neutral,QStationary,I,OtherRapid,LittleChange,Moderate,Weak,Neutral,Neutral,Westerly,PartInhibit,SIG,Aug20_Sep15,DryMMoistL,Clear,HI,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Dry,Weak,SVR,LowMtsHighPl,Neutral,Instability,MovingFtorOt,MoreThanAve,E_NE,SVR
Average,Steep,NWQuad,Steep,CThruK,Wet,Average,SigPositive,Weak,CDEJ,PartInhibit,StronUp,Down,Weak,Clear,Neutral,Wet,Average,Cloudy,,N1GtLIGt_4,C,Strong,WeakUp,Other,C,NoMajor,LittleChange,Strong,Strong,WeakPos,WeakUp,Other,,SIG,Aug11_Aug20,MoistMDryL,Clear,ACEFK,SIG,Decreasing,Westerly,Strong,Average,DecCapIncIns,Clear,Wet,Strong,SIG,LowEvrywhere,WeakUp,Stability,E_W_N,MoreThanAve,LongAnticyc,SIG
LessThanAve,Steep,NWQuad,Steep,CThruK,Dry,Dry,PosToNeg,Weak,CDEJ,,Neutral,Down,,Cloudy,VeryWet,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,D,Moderate,Neutral,,D,MarkedUpper,Increasing,Moderate,,WeakPos,Neutral,StrongWest,,SIG,Jul16_Aug10,DryMMoistL,Cloudy,D,SVR,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,Cloudy,Dry,,SVR,LowMtsHighPl,Neutral,Instability,,LessThanAve,LongAnticyc,SVR
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,VeryWet,VeryMoist,NegToPos,,ABI,PartInhibit,StronUp,Neutral,,Clear,Wet,VeryWet,MoreUnstable,Clear,,N5GtLIGt_8,A,Strong,StrongUp,Other,A,MarkedUpper,Decreasing,Strong,Weak,Neutral,StrongUp,DCVZFavor,PartInhibit,XNIL,Jul2_Jul15,DryMMoistL,Clear,ACEFK,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,PC,Dry,,XNIL,LowMtsHighPl,StrongUp,Neutral,DenvCyclone,Average,DenvCyclone,XNIL
LessThanAve,Steep,SWQuad,Steep,AB,Wet,Dry,PosToNeg,Strong,ABI,,Neutral,Down,Strong,Clear,Wet,Wet,LessUnstable,PC,Some,LIGt0,A,Moderate,Neutral,Other,A,MarkedUpper,Decreasing,Strong,Weak,Negative,Neutral,Westerly,Stifling,SIG,May15_Jun14,DryMMoistL,Clear,ACEFK,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,SIG,LowEvrywhere,Neutral,Stability,Other,LessThanAve,DenvCyclone,SIG
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Dry,Dry,PosToNeg,Strong,ABI,Stifling,Down,WeakUp,Strong,PC,Neutral,Dry,LessUnstable,PC,Marked,N1GtLIGt_4,I,,Down,QStationary,I,NoMajor,LittleChange,Weak,Strong,Neutral,Down,Westerly,,XNIL,Aug20_Sep15,DryMMoistL,PC,HI,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Dry,,XNIL,LowSHighN,Down,Stability,DryLine,MoreThanAve,E_NE,XNIL
