F1,F10,F100,F101,F102,F103,F104,F105,F106,F107,F108,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F7,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F8,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F9,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,Fault
Absent,Absent,Absent,NA,NA,Both_well_and_poor_def,x0_20,Absent,Yes,No,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,No,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,No_expansion,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,No,Round__most_,Present,x_50__13_20u_no_nucleoli,Absent,Present,Absent,x0_5,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Markedly_irregular,Present,Absent,Completely_obliterated,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Sparse__1_10__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,No,x_1_peripheral,Clumped,LNC,Present,x_90_,Back_to_back,Mixed__fol
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,NA,NA,Absent,NA,Absent,Present,Absent,x16_50,Vesicular,Mod_abund_clear,Round,NA,x1_prominent__central_,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Moderate__6_20__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Mod_abund_deep,Round,Present,Absent,Distended,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Striking___90__,Sparse___10__,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,No,NA,Clumped,NA,Absent,NA,NA,Plasmacytoid_lyctic
Absent,Absent,Absent,Some_fusion,Absent,Both_well_and_poor_def,x0_20,Present,None_similar,NA,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Yes,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,Uniform_marked_exp,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,No,NA,Absent,x_80__6_12u_no_pr_vr_ns,Absent,Absent,Absent,x6_15,NA,NA,Cerebriform,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Prominent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Slightly_irregular,Present,Absent,Completely_obliterated,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Striking___90__,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Present,Absent,No,NA,Clumped,NA,Present,x1_25_,Separated,Mantle_zone
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,NA,Absent,Prominent,Absent,Absent,Absent,Absent,Present,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,NA,Slightly_irregular__most_,Present,NA,Present__1_50_,Present,Absent,x_50,Vesicular,Mod_abund_clear,Round,NA,x_1_central,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Irregular,Present,Absent,Distended,No,Slight,Absent,NA,Present,Absent_to_slight___5__,Present,Sparse__1_10__,Moderate__11_50__,Striking___90__,Absent,Absent,Absent,Absent,Absent,Absent,Extensive_SS_pattern,Absent,Absent,Present,Yes,x_1_central,Clumped,Other,Absent,NA,NA,T_immunob_lrg
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Present__3_15_,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,NA,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,NA,Round__most_,Present,NA,Absent,Present,Absent,x16_50,Vesicular,Mod_abund_clear,Round,NA,x1_small,Absent,Present__3_20_,Absent,Absent,Present__3_20_,Focal__non_extensive_,Absent,Present,Absent,Slight,Present,Marked__21_50__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Rare___6_,Completely_obliterated,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,No,x_1_central,Clumped,Other,Absent,NA,NA,Mixed_cellularity_HD
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Present,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,NA,NA,Absent,NA,Absent,Present,Absent,x16_50,Fine_and_delicate,Scanty,Round,NA,No_nucleoli,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Present,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Sparse__1_10__,Striking___90__,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Absent,Absent,Yes,NA,Clumped,NA,Absent,NA,NA,Lymphoblastic
Absent,Absent,Absent,NA,NA,Almost_all_poor_def,x21_50,Absent,Yes,No,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Present___5__,No,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,Large_focus_foci,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,No,Round__most_,Present,x_80__6_12u_no_pr_vr_ns,Present__1_50_,Present,Absent,x0_5,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Irregular,Present,Absent,Part_greatly_obliterated,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,No,x_1_peripheral,Clumped,LNC,Present,x75_90_,Closely_packed,Small_cleaved__fol
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_deep,NA,Round__most_,Present,NA,Absent,Absent,Absent,x_50,NA,NA,Multilobulated,NA,NA,Absent,Absent,Absent,Absent,Rare___3_,Absent,Absent,Absent,Absent,Absent,Absent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Distended,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Sparse__1_10__,NA,Numerous__51_90__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Yes,x_1_central,Clumped,Other,Absent,NA,NA,B_immunoblastic
Absent,Absent,Absent,Most_thick___10_cells_,Absent,Almost_all_well_def,x0_20,Present,None_similar,NA,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,Yes,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,Uniform_mild_mod_exp,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,No,NA,Absent,mixed__sml_cl_not_pr_vr,Absent,Absent,Absent,x0_5,NA,NA,Multilobulated,More_than_one,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Slightly_irregular,Present,Absent,Part_greatly_obliterated,No,Pronounced,Absent,No,Absent,Absent_to_slight___5__,Absent,Striking___90__,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Moderate__10_20_,Absent,Absent,No,NA,Clumped,NA,Present,x1_25_,Far_apart,GLH_hyaline_vacular
Absent,Absent,Absent,Most_absent,Absent,Both_well_and_poor_def,x0_20,Present,Yes,No,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,No,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,Sml__each___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,No,Round__most_,Present,x_80__6_12u_pr_vr_ns,Absent,Present,Absent,x0_5,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Prominent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Distended,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Striking___90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,No,x_1_peripheral,Clumped,LNC,Present,x75_90_,Back_to_back,Small_cleaved__fol
Absent,Absent,Absent,Most_completely_encircle,Absent,Almost_all_well_def,x_50,Present,Some_similar,No,Present,Present__3_15_,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,No,Absent,Prominent,Present,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,Uniform_marked_exp,Absent,Absent,Absent,Absent,Sheets___50__of_sec_,Absent,Absent,Vesicular,Mod_abund_clear,No,Round__most_,Present,x_50__13_20u_no_nucleoli,Absent,Present,Absent,x6_15,Vesicular,Mod_abund_clear,Round,NA,x1_small,Absent,Present__3_20_,Absent,Absent,Rare___3_,Multifocal__non_extensive_,Absent,Present,Absent,Absent,Absent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Rare___6_,Completely_obliterated,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Sparse__1_10__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Marked___20_,Absent,Absent,No,x_1_central,Clumped,Other,Present,x1_25_,Far_apart,Syncytial_NSHD
Absent,Absent,Absent,NA,NA,Almost_all_poor_def,x0_20,Absent,Some_similar,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,No,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,No,No_expansion,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,No,Slightly_irregular__most_,Present,x_80__6_12u_pr_vr_ns,Absent,Present,Absent,x0_5,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Absent,Absent,No,Absent,Absent_to_slight___5__,Absent,Striking___90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,No,x_1_peripheral,Clumped,LNC,Present,x_90_,Back_to_back,Small_cleaved__fol
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,NA,NA,Absent,NA,Absent,Present,Absent,x_50,Vesicular,Mod_abund_deep,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Absent,Absent,NA,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,Striking___90__,NA,Absent,Absent,Absent,Absent,Absent,Absent,Multifocal_SS_pattern,Absent,Present,Present,Yes,NA,Clumped,NA,Absent,NA,NA,Small_noncleaved_dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Present,Present___5__,NA,Present___5__,NA,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,NA,Slightly_irregular__most_,Present,NA,Present__1_50_,Present,Absent,x16_50,Vesicular,Mod_abund_clear,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Irregular,Present,Absent,Patent,No,Slight,Absent,NA,Present,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Moderate__11_50__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Absent,Present,No,x_1_central,Clumped,Other,Absent,NA,NA,T_immunob_mix
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,NA,Round__most_,Present,NA,Absent,Absent,Absent,x_50,NA,NA,Cerebriform,NA,NA,Absent,Absent,Absent,Absent,Absent,Focal__non_extensive_,Absent,Absent,Absent,Absent,Absent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Moderate,Absent,NA,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,NA,Striking___90__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Yes,x_1_peripheral,Clumped,LNC,Absent,NA,NA,Large_cell__dif
Absent,Absent,Absent,NA,NA,Both_well_and_poor_def,x_50,Absent,None_similar,No,Present,Absent,Absent,Absent,Absent,Absent,Present,Prominent___5__,No,Present___5__,No,Absent,Present,Absent,Absent,Absent,Prominent___5_,Absent,Absent,Negative,Negative,No,Sml__each___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,No,Round__most_,Present,mixed__sml_cl_not_pr_vr,Absent,Present,Absent,x0_5,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Focal__non_extensive_,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Mod_abund_deep,Round,Present,Absent,Part_greatly_obliterated,No,Slight,Absent,No,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Absent,Absent,No,x_1_peripheral,Clumped,LNC,Present,x25_75_,Far_apart,Granulomatous_laden
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,NA,Round__most_,Present,NA,Absent,Present,Absent,x16_50,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Slightly_irregular,Present,Absent,Completely_obliterated,No,Slight,Absent,NA,Present,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,No,x_1_peripheral,Clumped,LNC,Absent,NA,NA,Mixed__fcc_dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Many__16_50_,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,NA,Absent,Prominent,Present,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Few__6_25_cells_,Absent,Absent,Vesicular,Mod_abund_clear,NA,Irregular__most_,Present,NA,Present__1_50_,Present,Absent,x6_15,Vesicular,Scanty,Slightly_irregular,NA,x1_small,Absent,Present__3_20_,Absent,Absent,Rare___3_,Multifocal__non_extensive_,Absent,Present,Absent,Absent,Present,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Rare___6_,Patent,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Moderate__10_20_,Absent,Absent,No,x_1_central,Clumped,Other,Absent,NA,NA,Nodular_sclerosis
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,NA,Rare__1_10__,Prominent,Present,Absent,Absent,Absent,Present,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,NA,Round__most_,Present,NA,Present__1_50_,Present,Absent,x_50,Vesicular,Mod_abund_clear,Slightly_irregular,NA,x_1_central,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Irregular,Present,Absent,Distended,No,Slight,Absent,NA,Present,Absent_to_slight___5__,Absent,Sparse__1_10__,Sparse___10__,Striking___90__,Rare__1_10__,Absent,Rare__1_10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,x_1_central,Clumped,Other,Absent,NA,NA,T_immunob_lrg
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,NA,Round__most_,Present,NA,Absent,Absent,Absent,x16_50,NA,NA,Slightly_irregular,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Slightly_irregular,Present,Absent,Distended,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,NA,Numerous__51_90__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Yes,x_1_peripheral,Clumped,LNC,Absent,NA,NA,Large_cell__dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,NA,Round__most_,Present,NA,Absent,Absent,Absent,x_50,NA,NA,Multilobulated,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare,Mod_abund_clear,Irregular,Present,Rare___6_,Distended,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,NA,Striking___90__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Yes,x_1_peripheral,Clumped,LNC,Absent,NA,NA,Large_cell__dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Present___5__,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Present,Absent,Absent,Absent,Absent,Absent,NA,NA,NA,NA,Absent,NA,Present__1_50_,Present,Absent,x16_50,Vesicular,Mod_abund_deep,Round,NA,x_1_peripheral,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight,Absent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,Striking___90__,NA,Absent,Absent,Absent,Absent,Absent,Absent,Focal_SS_pattern,Absent,Present,Absent,Yes,NA,Clumped,NA,Absent,NA,NA,Small_noncleaved_dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Present__3_15_,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,NA,Absent,Prominent,Present,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Few__6_25_cells_,Absent,Absent,Vesicular,Scanty,NA,Irregular__most_,Present,NA,Absent,Present,Absent,x6_15,Vesicular,Scanty,Slightly_irregular,NA,x1_small,Absent,Present__3_20_,Focal__non_extensive_,Absent,Absent,Multifocal__non_extensive_,Absent,Present,Absent,Absent,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Few__6_25_,Part_greatly_obliterated,No,Absent,Absent,NA,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Rare,Marked___20_,Absent,Absent,No,x_1_peripheral,Clumped,Other,Absent,NA,NA,Nodular_sclerosis
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,Absent,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Scanty,NA,Slightly_irregular__most_,Present,NA,Absent,Absent,Absent,x_50,NA,NA,Slightly_irregular,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Completely_obliterated,No,Slight,Absent,NA,Present,Absent_to_slight___5__,Absent,Moderate__11_50__,NA,Numerous__51_90__,Absent,Absent,Absent,Absent,Absent,Absent,Focal_SS_pattern,Absent,Present,Absent,Yes,No_nucleoli,Clumped,LC,Absent,NA,NA,Large_cell__dif
Absent,Absent,NA,NA,NA,NA,NA,NA,NA,No,Absent,Present__3_15_,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,NA,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Negative,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,NA,Round__most_,Present,NA,Absent,Present,Absent,x6_15,Vesicular,Scanty,Round,NA,x_1_peripheral,Absent,Present__3_20_,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Few___5__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Rare___6_,Part_greatly_obliterated,No,Slight,Absent,NA,Absent,Absent_to_slight___5__,Absent,Numerous__51_90__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Absent,Absent,No,x1_small,Clumped,Other,Absent,NA,NA,Mixed_cellularity_HD
Absent,Absent,Absent,Most_absent,Absent,Both_well_and_poor_def,x_50,Present,None_similar,NA,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,No,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,No,No_expansion,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,Yes,NA,Absent,mixed__sml_cl_not_pr_vr,Absent,Absent,Absent,x0_5,NA,NA,Slightly_irregular,NA,NA,Present___5__,Absent,Multifocal__non_extensive_,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Moderate__6_20__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Patent,No,Slight,Absent,Yes,Absent,Absent_to_slight___5__,Absent,Striking___90__,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Rare,Absent,Absent,Present,No,NA,Clumped,NA,Present,x25_75_,Separated,AIDS_early
Absent,Absent,Absent,NA,NA,Almost_all_well_def,x0_20,Absent,None_similar,NA,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Present___5__,Yes,Absent,Absent,NA,Absent,Absent,Absent,Absent,Absent,Negative,Positive,No,Uniform_mild_mod_exp,Absent,Absent,Absent,Absent,Absent,Absent,Absent,NA,NA,No,NA,Absent,x_80__6_12u_no_pr_vr_ns,Absent,Absent,Absent,x0_5,NA,NA,Convoluted,NA,NA,Present___5__,Absent,Focal__non_extensive_,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Moderate__6_20__,Mature,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Round,Present,Absent,Part_greatly_obliterated,No,Absent,Absent,Yes,Absent,Absent_to_slight___5__,Absent,Moderate__11_50__,NA,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Slight___10_,Absent,Present,No,NA,Clumped,NA,Present,x1_25_,Far_apart,AIDS_involutionary
Absent,Absent,Absent,NA,NA,Almost_all_well_def,x_50,Absent,None_similar,No,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present___5__,No,Present___5__,No,Absent,Prominent,Absent,Absent,Absent,Absent,Present,Absent,Negative,Negative,No,Uniform_marked_exp,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Vesicular,Mod_abund_clear,No,Round__most_,Present,x_80__6_12u_no_pr_vr_ns,Absent,Present,Absent,x16_50,Vesicular,Mod_abund_clear,Slightly_irregular,NA,x_1_central,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,NA,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Scanty,Irregular,Present,Absent,Completely_obliterated,No,Slight,Absent,No,Prominent,Absent_to_slight___5__,Present,Moderate__11_50__,Sparse___10__,Sparse___10__,Absent,Absent,Absent,Absent,Absent,Absent,Rare,Absent,Absent,Absent,No,x_1_peripheral,Clumped,Other,Present,x1_25_,Far_apart,T_immunob_mix
